frame_i,time,m_per_pixel,g_center,r_center,rect_points,angle,acceleration
1327.0,22.153589315525878,0.0009593935829033296,903:879,932:981,616:494:616:280:920:280:920:494,0.2770043229420266,-0.0001388310426210038:-0.8331250867694013:-0.0001388310426210038
1328.0,22.170283806343907,0.0009593935829033296,926:869,962:969,616:494:616:280:920:280:920:494,0.34555558058171215,0.04151048174371801:-0.7081771484103843:-0.0001388310426210038
1329.0,22.186978297161936,0.0009593935829033296,945:860,990:956,616:494:616:280:921:280:921:494,0.43833655985795783,0.04151048174371801:-0.6665278356240453:-0.0001388310426210038
1330.0,22.20367278797997,0.0009593935829033296,965:849,1014:941,615:493:615:279:920:279:920:493,0.4893929922278579,0.04151048174371801:-0.5832292100513672:-0.0001388310426210038
1331.0,22.220367278797998,0.0009593935829033296,981:839,1036:927,615:493:615:279:919:279:919:493,0.5585993153435624,0.04151048174371801:-0.5832292100513672:-0.0001388310426210038
1332.0,22.237061769616027,0.0009593935829033296,995:828,1056:911,616:494:616:280:920:280:920:494,0.6337926759591754,0.04151048174371801:-0.5832292100513672:-0.0001388310426210038
1333.0,22.253756260434056,0.0009593935829033296,1007:816,1077:897,616:494:616:280:920:280:920:494,0.7126789348441943,0.08315979453005704:-0.5415798972650282:-0.0001388310426210038
1334.0,22.27045075125209,0.0009593935829033296,1017:807,1089:887,615:493:615:279:919:279:919:493,0.7328151017865066,0.08315979453005704:-0.5415798972650282:-0.0001388310426210038
1335.0,22.287145242070117,0.0009593935829033296,1025:798,1101:876,615:493:615:279:919:279:919:493,0.7724118804772758,0.08315979453005704:-0.6248785228377063:-0.0001388310426210038
1336.0,22.303839732888147,0.0009593935829033296,1032:791,1110:866,615:494:615:279:919:279:919:494,0.805003494254653,0.08315979453005704:-0.6248785228377063:-0.0001388310426210038
1337.0,22.32053422370618,0.0009593935829033296,1037:785,1116:858,615:494:615:279:919:279:919:494,0.8248513644944878,0.08315979453005704:-0.6665278356240453:-0.0001388310426210038
1338.0,22.33722871452421,0.0009593935829033296,1040:781,1121:852,615:494:615:279:919:279:919:494,0.851092964949913,0.04151048174371801:-0.8331250867694013:-0.0001388310426210038
1339.0,22.353923205342237,0.0009593935829033296,1042:779,1124:848,616:495:616:280:921:280:921:495,0.871279114458433,0.04151048174371801:-0.9164237123420794:-0.0001388310426210038
1340.0,22.370617696160267,0.0009593935829033296,1042:778,1124:847,615:494:615:279:920:279:920:494,0.871279114458433,0.04151048174371801:-0.9164237123420794:-0.0001388310426210038
1341.0,22.3873121869783,0.0009593935829033296,1042:779,1124:848,615:494:615:279:920:279:920:494,0.871279114458433,0.04151048174371801:-1.0413716507010964:-0.0001388310426210038
1342.0,22.40400667779633,0.0009593935829033296,1039:782,1121:851,616:495:616:280:921:280:921:495,0.871279114458433,-0.0001388310426210038:-1.1246702762737744:-0.0001388310426210038
